bs_id,bs_technology,bs_fc,bs_operator,bs_lat,bs_long,bs_power
bs_mno_1_gsm_4195,gsm,900,mno_1,52.185,-8.3583,40
bs_mno_1_gsm_4203,gsm,900,mno_1,52.358,-8.3304,40
bs_mno_1_gsm_4208,gsm,900,mno_1,53.294,-8.3177,40
bs_mno_1_gsm_4212,gsm,900,mno_1,52.313,-8.3059,40
bs_mno_1_gsm_4198,gsm,900,mno_1,52.008,-8.3512,40
bs_mno_1_gsm_4221,gsm,900,mno_1,53.165,-8.2936,40
bs_mno_1_gsm_4219,gsm,900,mno_1,52.087,-8.297,40
bs_mno_1_gsm_4204,gsm,900,mno_1,52.87,-8.3284,40
bs_mno_1_gsm_4218,gsm,900,mno_1,52.689,-8.2972,40
bs_mno_1_gsm_4214,gsm,900,mno_1,52.41,-8.3005,40
bs_mno_1_gsm_4217,gsm,900,mno_1,52.533,-8.2981,40
bs_mno_1_gsm_4206,gsm,900,mno_1,51.809,-8.3206,40
bs_mno_1_gsm_4220,gsm,900,mno_1,51.792,-8.295,40
bs_mno_1_gsm_4205,gsm,900,mno_1,51.865,-8.3232,40
bs_mno_1_gsm_4202,gsm,900,mno_1,53.996,-8.341,40
bs_mno_1_gsm_4215,gsm,900,mno_1,54.003,-8.3005,40
bs_mno_1_gsm_4216,gsm,900,mno_1,53.973,-8.2992,40
bs_mno_1_gsm_4233,gsm,900,mno_1,54.148,-8.2733,40
bs_mno_1_gsm_4210,gsm,900,mno_1,51.853,-8.3137,40
bs_mno_1_gsm_4223,gsm,900,mno_1,51.877,-8.2917,40
bs_mno_1_gsm_4224,gsm,900,mno_1,51.9,-8.2908,40
bs_mno_1_gsm_4231,gsm,900,mno_1,51.911,-8.2766,40
bs_mno_1_gsm_4228,gsm,900,mno_1,52.207,-8.2852,40
bs_mno_1_gsm_4230,gsm,900,mno_1,52.27,-8.2796,40
bs_mno_1_gsm_4234,gsm,900,mno_1,52.263,-8.27,40
bs_mno_1_gsm_4229,gsm,900,mno_1,52.145,-8.2796,40
bs_mno_1_gsm_4237,gsm,900,mno_1,52.123,-8.2515,40
bs_mno_1_gsm_4226,gsm,900,mno_1,53.401,-8.2886,40
bs_mno_1_gsm_4239,gsm,900,mno_1,52.064,-8.2373,40
bs_mno_1_gsm_4245,gsm,900,mno_1,51.963,-8.2197,40
bs_mno_1_gsm_4246,gsm,900,mno_1,51.862,-8.2181,40
bs_mno_1_gsm_4236,gsm,900,mno_1,53.567,-8.2564,40
bs_mno_1_gsm_4197,gsm,900,mno_1,53.813,-8.3543,40
bs_mno_1_gsm_4227,gsm,900,mno_1,53.794,-8.2856,40
bs_mno_1_gsm_4235,gsm,900,mno_1,53.873,-8.2597,40
bs_mno_1_gsm_4247,gsm,900,mno_1,53.722,-8.2143,40
bs_mno_1_gsm_4241,gsm,900,mno_1,53.138,-8.2346,40
bs_mno_1_gsm_4242,gsm,900,mno_1,53.237,-8.2243,40
bs_mno_1_gsm_4243,gsm,900,mno_1,53.097,-8.2238,40
bs_mno_1_gsm_4244,gsm,900,mno_1,53.329,-8.2207,40
bs_mno_1_gsm_4209,gsm,900,mno_1,54.815,-8.3175,40
bs_mno_1_gsm_4211,gsm,900,mno_1,54.674,-8.3098,40
bs_mno_1_gsm_4252,gsm,900,mno_1,54.646,-8.1975,40
bs_mno_1_gsm_4256,gsm,900,mno_1,54.66,-8.1903,40
bs_mno_1_gsm_4225,gsm,900,mno_1,54.842,-8.2908,40
bs_mno_1_gsm_4097,gsm,900,mno_1,54.983,-8.5062,40
bs_mno_1_gsm_4232,gsm,900,mno_1,54.48,-8.2742,40
bs_mno_1_gsm_4253,gsm,900,mno_1,53.629,-8.1931,40
bs_mno_1_gsm_4238,gsm,900,mno_1,53.004,-8.242,40
bs_mno_1_gsm_4249,gsm,900,mno_1,52.621,-8.2107,40
bs_mno_1_gsm_4251,gsm,900,mno_1,52.501,-8.1989,40
bs_mno_1_gsm_4265,gsm,900,mno_1,52.478,-8.1692,40
bs_mno_1_gsm_4250,gsm,900,mno_1,52.864,-8.1994,40
bs_mno_1_gsm_4267,gsm,900,mno_1,51.897,-8.1629,40
bs_mno_1_gsm_4258,gsm,900,mno_1,54.259,-8.1856,40
bs_mno_1_gsm_4260,gsm,900,mno_1,54.304,-8.1778,40
bs_mno_1_gsm_4255,gsm,900,mno_1,54.502,-8.1905,40
bs_mno_1_gsm_4263,gsm,900,mno_1,53.431,-8.1735,40
bs_mno_1_gsm_4266,gsm,900,mno_1,53.574,-8.1645,40
bs_mno_1_gsm_4272,gsm,900,mno_1,51.873,-8.1395,40
bs_mno_1_gsm_4268,gsm,900,mno_1,52.475,-8.1594,40
bs_mno_1_gsm_4254,gsm,900,mno_1,53.851,-8.1922,40
bs_mno_1_gsm_4269,gsm,900,mno_1,54.071,-8.1475,40
bs_mno_1_gsm_4257,gsm,900,mno_1,53.086,-8.1858,40
bs_mno_1_gsm_4194,gsm,900,mno_1,54.953,-8.3622,40
bs_mno_1_gsm_4222,gsm,900,mno_1,55.068,-8.2919,40
bs_mno_1_gsm_4248,gsm,900,mno_1,55.067,-8.2122,40
bs_mno_1_gsm_4261,gsm,900,mno_1,55.138,-8.1764,40
bs_mno_1_gsm_4273,gsm,900,mno_1,53.198,-8.1316,40
bs_mno_1_gsm_4259,gsm,900,mno_1,53.625,-8.1788,40
bs_mno_1_gsm_4271,gsm,900,mno_1,53.942,-8.1398,40
bs_mno_1_gsm_4281,gsm,900,mno_1,52.666,-8.1085,40
bs_mno_1_gsm_4275,gsm,900,mno_1,53.003,-8.1291,40
bs_mno_1_gsm_4276,gsm,900,mno_1,53.32,-8.1244,40
bs_mno_1_gsm_4278,gsm,900,mno_1,53.392,-8.118,40
bs_mno_1_gsm_4277,gsm,900,mno_1,52.29,-8.1237,40
bs_mno_1_gsm_4274,gsm,900,mno_1,52.442,-8.1296,40
bs_mno_1_gsm_4289,gsm,900,mno_1,54.203,-8.0853,40
bs_mno_1_gsm_4279,gsm,900,mno_1,52.905,-8.1161,40
bs_mno_1_gsm_4293,gsm,900,mno_1,52.805,-8.0649,40
bs_mno_1_gsm_4270,gsm,900,mno_1,54.512,-8.1432,40
bs_mno_1_gsm_4288,gsm,900,mno_1,54.638,-8.0858,40
bs_mno_1_gsm_4282,gsm,900,mno_1,53.779,-8.1031,40
bs_mno_1_gsm_4287,gsm,900,mno_1,53.947,-8.0892,40
bs_mno_1_gsm_4284,gsm,900,mno_1,52.454,-8.0975,40
bs_mno_1_gsm_4291,gsm,900,mno_1,51.914,-8.0686,40
bs_mno_1_gsm_4286,gsm,900,mno_1,53.694,-8.0907,40
bs_mno_1_gsm_4292,gsm,900,mno_1,53.728,-8.0668,40
bs_mno_1_gsm_4285,gsm,900,mno_1,53.576,-8.0936,40
bs_mno_1_gsm_4296,gsm,900,mno_1,52.255,-8.0496,40
bs_mno_1_gsm_4290,gsm,900,mno_1,53.131,-8.0838,40
bs_mno_1_gsm_4298,gsm,900,mno_1,52.075,-8.0406,40
bs_mno_1_gsm_4297,gsm,900,mno_1,54.047,-8.0428,40
bs_mno_1_gsm_4294,gsm,900,mno_1,52.56,-8.0518,40
bs_mno_1_gsm_4299,gsm,900,mno_1,52.961,-8.0401,40
bs_mno_1_gsm_4303,gsm,900,mno_1,51.823,-8.0216,40
bs_mno_1_gsm_4295,gsm,900,mno_1,53.958,-8.051,40
bs_mno_1_gsm_4304,gsm,900,mno_1,51.946,-8.0192,40
bs_mno_1_gsm_4306,gsm,900,mno_1,52.841,-8.0163,40
bs_mno_1_gsm_4301,gsm,900,mno_1,53.538,-8.0321,40
bs_mno_1_gsm_4302,gsm,900,mno_1,54.299,-8.0266,40
bs_mno_1_gsm_4309,gsm,900,mno_1,51.859,-8.0036,40
bs_mno_1_gsm_4308,gsm,900,mno_1,52.009,-8.009,40
bs_mno_1_gsm_4283,gsm,900,mno_1,55.137,-8.1019,40
bs_mno_1_gsm_4310,gsm,900,mno_1,54.927,-7.9916,40
bs_mno_1_gsm_4307,gsm,900,mno_1,53.937,-8.0139,40
bs_mno_1_gsm_4314,gsm,900,mno_1,53.839,-7.9878,40
bs_mno_1_gsm_4316,gsm,900,mno_1,52.745,-7.9821,40
bs_mno_1_gsm_4319,gsm,900,mno_1,54.075,-7.9728,40
bs_mno_1_gsm_4300,gsm,900,mno_1,53.276,-8.0382,40
bs_mno_1_gsm_4305,gsm,900,mno_1,53.376,-8.0174,40
bs_mno_1_gsm_4322,gsm,900,mno_1,53.195,-7.9639,40
bs_mno_1_gsm_4312,gsm,900,mno_1,53.421,-7.9885,40
bs_mno_1_gsm_4313,gsm,900,mno_1,53.468,-7.9878,40
bs_mno_1_gsm_4311,gsm,900,mno_1,54.841,-7.9906,40
bs_mno_1_gsm_4321,gsm,900,mno_1,54.563,-7.9712,40
bs_mno_1_gsm_4325,gsm,900,mno_1,54.717,-7.9424,40
bs_mno_1_gsm_4330,gsm,900,mno_1,52.391,-7.9298,40
bs_mno_1_gsm_4320,gsm,900,mno_1,52.6,-7.9719,40
bs_mno_1_gsm_4329,gsm,900,mno_1,52.136,-7.9347,40
bs_mno_1_gsm_4331,gsm,900,mno_1,52.107,-7.9225,40
bs_mno_1_gsm_4315,gsm,900,mno_1,53.019,-7.9828,40
bs_mno_1_gsm_4318,gsm,900,mno_1,55.183,-7.9737,40
bs_mno_1_gsm_4326,gsm,900,mno_1,54.963,-7.9369,40
bs_mno_1_gsm_4317,gsm,900,mno_1,53.674,-7.9748,40
bs_mno_1_gsm_4332,gsm,900,mno_1,53.859,-7.9217,40
bs_mno_1_gsm_4337,gsm,900,mno_1,54.128,-7.9109,40
bs_mno_1_gsm_4334,gsm,900,mno_1,52.376,-7.919,40
bs_mno_1_gsm_4339,gsm,900,mno_1,53.835,-7.9075,40
bs_mno_1_gsm_4324,gsm,900,mno_1,52.871,-7.9433,40
bs_mno_1_gsm_4335,gsm,900,mno_1,53.046,-7.915,40
bs_mno_1_gsm_4336,gsm,900,mno_1,53.093,-7.9117,40
bs_mno_1_gsm_4350,gsm,900,mno_1,53.264,-7.8667,40
bs_mno_1_gsm_4344,gsm,900,mno_1,53.436,-7.8779,40
bs_mno_1_gsm_4356,gsm,900,mno_1,53.337,-7.8414,40
bs_mno_1_gsm_4346,gsm,900,mno_1,51.945,-7.8774,40
bs_mno_1_gsm_4352,gsm,900,mno_1,51.936,-7.8555,40
bs_mno_1_gsm_4345,gsm,900,mno_1,53.725,-7.8779,40
bs_mno_1_gsm_4349,gsm,900,mno_1,52.642,-7.8726,40
bs_mno_1_gsm_4333,gsm,900,mno_1,52.427,-7.9202,40
bs_mno_1_gsm_4348,gsm,900,mno_1,52.51,-7.873,40
bs_mno_1_gsm_4354,gsm,900,mno_1,52.546,-7.8466,40
bs_mno_1_gsm_4341,gsm,900,mno_1,52.838,-7.8886,40
bs_mno_1_gsm_4357,gsm,900,mno_1,52.79,-7.8398,40
bs_mno_1_gsm_4351,gsm,900,mno_1,53.483,-7.8644,40
bs_mno_1_gsm_4343,gsm,900,mno_1,53.969,-7.8811,40
bs_mno_1_gsm_4353,gsm,900,mno_1,53.91,-7.8513,40
bs_mno_1_gsm_4360,gsm,900,mno_1,53.774,-7.8273,40
bs_mno_1_gsm_4347,gsm,900,mno_1,54.291,-7.8747,40
bs_mno_1_gsm_4359,gsm,900,mno_1,55.208,-7.8287,40
bs_mno_1_gsm_4362,gsm,900,mno_1,53.309,-7.8197,40
bs_mno_1_gsm_4369,gsm,900,mno_1,53.494,-7.8007,40
bs_mno_1_gsm_4358,gsm,900,mno_1,52.605,-7.8302,40
bs_mno_1_gsm_4355,gsm,900,mno_1,51.948,-7.8419,40
bs_mno_1_gsm_4361,gsm,900,mno_1,51.953,-7.8259,40
bs_mno_1_gsm_4366,gsm,900,mno_1,52.386,-7.8058,40
bs_mno_1_gsm_4365,gsm,900,mno_1,54.133,-7.8086,40
bs_mno_1_gsm_4370,gsm,900,mno_1,54.045,-7.7993,40
bs_mno_1_gsm_4377,gsm,900,mno_1,52.452,-7.7687,40
bs_mno_1_gsm_4372,gsm,900,mno_1,52.95,-7.7943,40
bs_mno_1_gsm_4380,gsm,900,mno_1,53.405,-7.7546,40
bs_mno_1_gsm_4378,gsm,900,mno_1,52.78,-7.7595,40
bs_mno_1_gsm_4379,gsm,900,mno_1,52.825,-7.7589,40
bs_mno_1_gsm_4374,gsm,900,mno_1,53.723,-7.7825,40
bs_mno_1_gsm_4364,gsm,900,mno_1,54.919,-7.8087,40
bs_mno_1_gsm_4371,gsm,900,mno_1,55.046,-7.7963,40
bs_mno_1_gsm_4375,gsm,900,mno_1,55.159,-7.7813,40
bs_mno_1_gsm_4390,gsm,900,mno_1,53.659,-7.7253,40
bs_mno_1_gsm_4373,gsm,900,mno_1,54.8,-7.7836,40
bs_mno_1_gsm_4381,gsm,900,mno_1,54.791,-7.7496,40
bs_mno_1_gsm_4382,gsm,900,mno_1,53.143,-7.7481,40
bs_mno_1_gsm_4383,gsm,900,mno_1,52.035,-7.7478,40
bs_mno_1_gsm_4388,gsm,900,mno_1,51.967,-7.73,40
bs_mno_1_gsm_4386,gsm,900,mno_1,52.068,-7.7339,40
bs_mno_1_gsm_4395,gsm,900,mno_1,53.807,-7.7145,40
bs_mno_1_gsm_4401,gsm,900,mno_1,52.613,-7.6988,40
bs_mno_1_gsm_4406,gsm,900,mno_1,52.452,-7.6925,40
bs_mno_1_gsm_4408,gsm,900,mno_1,53.944,-7.6854,40
bs_mno_1_gsm_4393,gsm,900,mno_1,52.369,-7.7196,40
bs_mno_1_gsm_4394,gsm,900,mno_1,52.351,-7.7185,40
bs_mno_1_gsm_4404,gsm,900,mno_1,52.363,-7.6937,40
bs_mno_1_gsm_4407,gsm,900,mno_1,52.34,-7.6924,40
bs_mno_1_gsm_4398,gsm,900,mno_1,54.195,-7.7027,40
bs_mno_1_gsm_4403,gsm,900,mno_1,52.987,-7.6942,40
bs_mno_1_gsm_4410,gsm,900,mno_1,53.385,-7.6764,40
bs_mno_1_gsm_4397,gsm,900,mno_1,53.597,-7.7054,40
bs_mno_1_gsm_4389,gsm,900,mno_1,54.894,-7.7261,40
bs_mno_1_gsm_4402,gsm,900,mno_1,55.087,-7.6977,40
bs_mno_1_gsm_4405,gsm,900,mno_1,54.998,-7.6936,40
bs_mno_1_gsm_4411,gsm,900,mno_1,54.846,-7.6665,40
bs_mno_1_gsm_4414,gsm,900,mno_1,54.891,-7.6326,40
bs_mno_1_gsm_4409,gsm,900,mno_1,53.095,-7.679,40
bs_mno_1_gsm_4416,gsm,900,mno_1,53.703,-7.6276,40
bs_mno_1_gsm_4412,gsm,900,mno_1,55.228,-7.6621,40
bs_mno_1_gsm_4415,gsm,900,mno_1,53.979,-7.6311,40
bs_mno_1_gsm_4420,gsm,900,mno_1,54.134,-7.6052,40
bs_mno_1_gsm_4413,gsm,900,mno_1,52.485,-7.6571,40
bs_mno_1_gsm_4421,gsm,900,mno_1,52.857,-7.6015,40
bs_mno_1_gsm_4428,gsm,900,mno_1,52.757,-7.5851,40
bs_mno_1_gsm_4423,gsm,900,mno_1,52.922,-7.591,40
bs_mno_1_gsm_4425,gsm,900,mno_1,54.746,-7.5897,40
bs_mno_1_gsm_4417,gsm,900,mno_1,52.042,-7.6242,40
bs_mno_1_gsm_4418,gsm,900,mno_1,52.089,-7.6192,40
bs_mno_1_gsm_4427,gsm,900,mno_1,52.346,-7.5857,40
bs_mno_1_gsm_4432,gsm,900,mno_1,52.148,-7.5477,40
bs_mno_1_gsm_4424,gsm,900,mno_1,53.095,-7.5908,40
bs_mno_1_gsm_4426,gsm,900,mno_1,53.253,-7.5878,40
bs_mno_1_gsm_4431,gsm,900,mno_1,54.029,-7.548,40
bs_mno_1_gsm_4433,gsm,900,mno_1,53.92,-7.5446,40
bs_mno_1_gsm_4430,gsm,900,mno_1,53.733,-7.5492,40
bs_mno_1_gsm_4429,gsm,900,mno_1,53.47,-7.5768,40
bs_mno_1_gsm_4419,gsm,900,mno_1,53.348,-7.6122,40
bs_mno_1_gsm_4422,gsm,900,mno_1,53.401,-7.5944,40
bs_mno_1_gsm_4437,gsm,900,mno_1,53.518,-7.5132,40
bs_mno_1_gsm_4434,gsm,900,mno_1,53.606,-7.5408,40
bs_mno_1_gsm_4435,gsm,900,mno_1,52.586,-7.5404,40
bs_mno_1_gsm_4438,gsm,900,mno_1,53.287,-7.5118,40
bs_mno_1_gsm_4446,gsm,900,mno_1,53.333,-7.4899,40
bs_mno_1_gsm_4441,gsm,900,mno_1,53.386,-7.4996,40
bs_mno_1_gsm_4439,gsm,900,mno_1,52.76,-7.5082,40
bs_mno_1_gsm_4449,gsm,900,mno_1,52.805,-7.4848,40
bs_mno_1_gsm_4450,gsm,900,mno_1,52.73,-7.4803,40
bs_mno_1_gsm_4452,gsm,900,mno_1,52.895,-7.4769,40
bs_mno_1_gsm_4456,gsm,900,mno_1,55.137,-7.4552,40
bs_mno_1_gsm_4448,gsm,900,mno_1,53.627,-7.4856,40
bs_mno_1_gsm_4444,gsm,900,mno_1,53.778,-7.4939,40
bs_mno_1_gsm_4455,gsm,900,mno_1,53.83,-7.4564,40
bs_mno_1_gsm_4458,gsm,900,mno_1,53.221,-7.4511,40
bs_mno_1_gsm_4436,gsm,900,mno_1,54.945,-7.5295,40
bs_mno_1_gsm_4440,gsm,900,mno_1,54.834,-7.5039,40
bs_mno_1_gsm_4443,gsm,900,mno_1,54.898,-7.4949,40
bs_mno_1_gsm_4457,gsm,900,mno_1,54.106,-7.4518,40
bs_mno_1_gsm_4453,gsm,900,mno_1,52.434,-7.4718,40
bs_mno_1_gsm_4459,gsm,900,mno_1,53.43,-7.4367,40
bs_mno_1_gsm_4462,gsm,900,mno_1,53.575,-7.4305,40
bs_mno_1_gsm_4451,gsm,900,mno_1,52.922,-7.4773,40
bs_mno_1_gsm_4454,gsm,900,mno_1,52.99,-7.464,40
bs_mno_1_gsm_4461,gsm,900,mno_1,52.334,-7.4329,40
bs_mno_1_gsm_4466,gsm,900,mno_1,52.337,-7.4091,40
bs_mno_1_gsm_4471,gsm,900,mno_1,52.737,-7.3964,40
bs_mno_1_gsm_4463,gsm,900,mno_1,52.843,-7.4215,40
bs_mno_1_gsm_4460,gsm,900,mno_1,53.128,-7.4335,40
bs_mno_1_gsm_4465,gsm,900,mno_1,52.999,-7.4116,40
bs_mno_1_gsm_4464,gsm,900,mno_1,52.198,-7.421,40
bs_mno_1_gsm_4470,gsm,900,mno_1,54.999,-7.3992,40
bs_mno_1_gsm_4467,gsm,900,mno_1,53.794,-7.4067,40
bs_mno_1_gsm_4473,gsm,900,mno_1,52.541,-7.3928,40
bs_mno_1_gsm_4469,gsm,900,mno_1,53.95,-7.4036,40
bs_mno_1_gsm_4478,gsm,900,mno_1,53.516,-7.3596,40
bs_mno_1_gsm_4468,gsm,900,mno_1,54.06,-7.406,40
bs_mno_1_gsm_4475,gsm,900,mno_1,54.033,-7.3667,40
bs_mno_1_gsm_4480,gsm,900,mno_1,54.111,-7.3535,40
bs_mno_1_gsm_4472,gsm,900,mno_1,52.629,-7.3937,40
bs_mno_1_gsm_4476,gsm,900,mno_1,55.09,-7.3644,40
bs_mno_1_gsm_4482,gsm,900,mno_1,52.914,-7.3474,40
bs_mno_1_gsm_4490,gsm,900,mno_1,52.909,-7.3234,40
bs_mno_1_gsm_4491,gsm,900,mno_1,52.964,-7.3212,40
bs_mno_1_gsm_4488,gsm,900,mno_1,52.268,-7.33,40
bs_mno_1_gsm_4484,gsm,900,mno_1,52.201,-7.3422,40
bs_mno_1_gsm_4489,gsm,900,mno_1,53.125,-7.3282,40
bs_mno_1_gsm_4486,gsm,900,mno_1,53.245,-7.3376,40
bs_mno_1_gsm_4481,gsm,900,mno_1,53.391,-7.3475,40
bs_mno_1_gsm_4474,gsm,900,mno_1,55.239,-7.3711,40
bs_mno_1_gsm_4501,gsm,900,mno_1,55.253,-7.2867,40
bs_mno_1_gsm_4493,gsm,900,mno_1,53.86,-7.3086,40
bs_mno_1_gsm_4496,gsm,900,mno_1,53.953,-7.295,40
bs_mno_1_gsm_4498,gsm,900,mno_1,53.685,-7.2941,40
bs_mno_1_gsm_4492,gsm,900,mno_1,53.592,-7.3119,40
bs_mno_1_gsm_4508,gsm,900,mno_1,53.655,-7.2705,40
bs_mno_1_gsm_4503,gsm,900,mno_1,53.175,-7.2814,40
bs_mno_1_gsm_4513,gsm,900,mno_1,53.39,-7.2536,40
bs_mno_1_gsm_4502,gsm,900,mno_1,53.522,-7.2825,40
bs_mno_1_gsm_4487,gsm,900,mno_1,52.79,-7.3353,40
bs_mno_1_gsm_4497,gsm,900,mno_1,52.834,-7.2949,40
bs_mno_1_gsm_4500,gsm,900,mno_1,52.693,-7.2898,40
bs_mno_1_gsm_4494,gsm,900,mno_1,53.031,-7.3025,40
bs_mno_1_gsm_4495,gsm,900,mno_1,53.022,-7.2973,40
bs_mno_1_gsm_4524,gsm,900,mno_1,53.444,-7.2229,40
bs_mno_1_gsm_4522,gsm,900,mno_1,53.501,-7.2311,40
bs_mno_1_gsm_4507,gsm,900,mno_1,53.065,-7.2719,40
bs_mno_1_gsm_4528,gsm,900,mno_1,53.092,-7.2166,40
bs_mno_1_gsm_4525,gsm,900,mno_1,53.293,-7.2207,40
bs_mno_1_gsm_4509,gsm,900,mno_1,52.373,-7.265,40
bs_mno_1_gsm_4505,gsm,900,mno_1,52.249,-7.2742,40
bs_mno_1_gsm_4504,gsm,900,mno_1,52.601,-7.2797,40
bs_mno_1_gsm_4512,gsm,900,mno_1,52.643,-7.2602,40
bs_mno_1_gsm_4527,gsm,900,mno_1,53.57,-7.2173,40
bs_mno_1_gsm_4520,gsm,900,mno_1,53.88,-7.2394,40
bs_mno_1_gsm_4523,gsm,900,mno_1,54.177,-7.2272,40
bs_mno_1_gsm_4537,gsm,900,mno_1,52.193,-7.1856,40
bs_mno_1_gsm_4521,gsm,900,mno_1,52.506,-7.2354,40
bs_mno_1_gsm_4526,gsm,900,mno_1,52.54,-7.2205,40
bs_mno_1_gsm_4529,gsm,900,mno_1,52.644,-7.2087,40
bs_mno_1_gsm_4532,gsm,900,mno_1,52.595,-7.1965,40
bs_mno_1_gsm_4531,gsm,900,mno_1,52.468,-7.2009,40
bs_mno_1_gsm_4517,gsm,900,mno_1,55.169,-7.2429,40
bs_mno_1_gsm_4549,gsm,900,mno_1,53.525,-7.1339,40
bs_mno_1_gsm_4530,gsm,900,mno_1,53.352,-7.2061,40
bs_mno_1_gsm_4539,gsm,900,mno_1,53.149,-7.1774,40
bs_mno_1_gsm_4534,gsm,900,mno_1,52.785,-7.1913,40
bs_mno_1_gsm_4533,gsm,900,mno_1,52.815,-7.1947,40
bs_mno_1_gsm_4545,gsm,900,mno_1,52.721,-7.1465,40
bs_mno_1_gsm_4540,gsm,900,mno_1,53.77,-7.1631,40
bs_mno_1_gsm_4556,gsm,900,mno_1,53.289,-7.1252,40
bs_mno_1_gsm_4551,gsm,900,mno_1,52.914,-7.1321,40
bs_mno_1_gsm_4535,gsm,900,mno_1,53.054,-7.1881,40
bs_mno_1_gsm_4552,gsm,900,mno_1,53.01,-7.1286,40
bs_mno_1_gsm_4538,gsm,900,mno_1,52.342,-7.1846,40
bs_mno_1_gsm_4548,gsm,900,mno_1,52.504,-7.1343,40
bs_mno_1_gsm_4546,gsm,900,mno_1,53.105,-7.1413,40
bs_mno_1_gsm_4565,gsm,900,mno_1,53.933,-7.0991,40
bs_mno_1_gsm_4573,gsm,900,mno_1,53.852,-7.0824,40
bs_mno_1_gsm_4511,gsm,900,mno_1,55.252,-7.2608,40
bs_mno_1_gsm_4499,gsm,900,mno_1,55.325,-7.2925,40
bs_mno_1_gsm_4560,gsm,900,mno_1,54.015,-7.115,40
bs_mno_1_gsm_4575,gsm,900,mno_1,54.081,-7.079,40
bs_mno_1_gsm_4553,gsm,900,mno_1,54.212,-7.1282,40
bs_mno_1_gsm_4571,gsm,900,mno_1,53.259,-7.0849,40
bs_mno_1_gsm_4564,gsm,900,mno_1,53.454,-7.0993,40
bs_mno_1_gsm_4567,gsm,900,mno_1,53.469,-7.0985,40
bs_mno_1_gsm_4577,gsm,900,mno_1,53.138,-7.0537,40
bs_mno_1_gsm_4543,gsm,900,mno_1,52.161,-7.1527,40
bs_mno_1_gsm_4550,gsm,900,mno_1,52.183,-7.1337,40
bs_mno_1_gsm_4555,gsm,900,mno_1,52.222,-7.1255,40
bs_mno_1_gsm_4578,gsm,900,mno_1,52.354,-7.0515,40
bs_mno_1_gsm_4566,gsm,900,mno_1,53.628,-7.0987,40
bs_mno_1_gsm_4574,gsm,900,mno_1,52.182,-7.0802,40
bs_mno_1_gsm_4581,gsm,900,mno_1,52.236,-7.0466,40
bs_mno_1_gsm_4583,gsm,900,mno_1,52.937,-7.0414,40
bs_mno_1_gsm_4576,gsm,900,mno_1,52.48,-7.0711,40
bs_mno_1_gsm_4579,gsm,900,mno_1,52.693,-7.0511,40
bs_mno_1_gsm_4582,gsm,900,mno_1,52.62,-7.0426,40
bs_mno_1_gsm_4590,gsm,900,mno_1,52.557,-7.0221,40
bs_mno_1_gsm_4586,gsm,900,mno_1,55.192,-7.0278,40
bs_mno_1_gsm_4591,gsm,900,mno_1,55.221,-7.0174,40
bs_mno_1_gsm_4585,gsm,900,mno_1,54.185,-7.0297,40
bs_mno_1_gsm_4580,gsm,900,mno_1,53.339,-7.0499,40
bs_mno_1_gsm_4587,gsm,900,mno_1,53.444,-7.0249,40
bs_mno_1_gsm_4597,gsm,900,mno_1,53.542,-6.9989,40
bs_mno_1_gsm_4569,gsm,900,mno_1,54.334,-7.0924,40
bs_mno_1_gsm_4595,gsm,900,mno_1,52.811,-7.0063,40
bs_mno_1_gsm_4600,gsm,900,mno_1,52.989,-6.9904,40
bs_mno_1_gsm_4601,gsm,900,mno_1,52.992,-6.9822,40
bs_mno_1_gsm_4584,gsm,900,mno_1,53.125,-7.0326,40
bs_mno_1_gsm_4588,gsm,900,mno_1,52.258,-7.0239,40
bs_mno_1_gsm_4589,gsm,900,mno_1,52.291,-7.0223,40
bs_mno_1_gsm_4593,gsm,900,mno_1,52.185,-7.0099,40
bs_mno_1_gsm_4596,gsm,900,mno_1,52.265,-7.0037,40
bs_mno_1_gsm_4598,gsm,900,mno_1,53.222,-6.9956,40
bs_mno_1_gsm_4599,gsm,900,mno_1,52.63,-6.9939,40
bs_mno_1_gsm_4602,gsm,900,mno_1,52.737,-6.9711,40
bs_mno_1_gsm_4594,gsm,900,mno_1,53.67,-7.0081,40
bs_mno_1_gsm_4612,gsm,900,mno_1,53.637,-6.9378,40
bs_mno_1_gsm_4617,gsm,900,mno_1,53.944,-6.9307,40
bs_mno_1_gsm_4608,gsm,900,mno_1,52.702,-6.954,40
bs_mno_1_gsm_4604,gsm,900,mno_1,52.539,-6.9668,40
bs_mno_1_gsm_4623,gsm,900,mno_1,52.608,-6.9222,40
bs_mno_1_gsm_4609,gsm,900,mno_1,53.334,-6.9533,40
bs_mno_1_gsm_4615,gsm,900,mno_1,53.198,-6.9324,40
bs_mno_1_gsm_4626,gsm,900,mno_1,53.156,-6.9059,40
bs_mno_1_gsm_4613,gsm,900,mno_1,52.287,-6.9374,40
bs_mno_1_gsm_4618,gsm,900,mno_1,52.221,-6.929,40
bs_mno_1_gsm_4610,gsm,900,mno_1,52.394,-6.9457,40
bs_mno_1_gsm_4614,gsm,900,mno_1,52.388,-6.9328,40
bs_mno_1_gsm_4621,gsm,900,mno_1,52.364,-6.9274,40
bs_mno_1_gsm_4619,gsm,900,mno_1,52.123,-6.9285,40
bs_mno_1_gsm_4627,gsm,900,mno_1,53.733,-6.9047,40
bs_mno_1_gsm_4628,gsm,900,mno_1,52.705,-6.9004,40
